target_id	gene
NR_045831.2	4933408N05Rik
XR_381367.3	4933409F18Rik
XR_872594.1	4933409F18Rik
XR_872595.1	4933409F18Rik
XR_872596.1	4933409F18Rik
XR_872597.1	4933409F18Rik
XR_381368.2	4933409F18Rik
XR_872598.1	4933409F18Rik
XR_872599.1	4933409F18Rik
XR_872600.1	4933409F18Rik
XR_872601.1	4933409F18Rik
XR_872602.1	4933409F18Rik
XM_006499181.3	4933409G03Rik
XM_006499182.3	4933409G03Rik
XM_017317564.1	4933409G03Rik
XR_001782086.1	4933409G03Rik
NM_177651.3	4933409G03Rik
NR_033123.1	4933409K07Rik
NR_045342.1	4933411E08Rik
NR_045158.1	4933411G06Rik
NR_038025.1	4933412E12Rik
NR_038026.1	4933412E12Rik
NM_027668.1	4933412E24Rik
NR_045507.1	4933412O06Rik
NR_038005.1	4933413J09Rik
NR_045508.1	4933413L06Rik
XR_879829.1	4933414I15Rik
NM_025746.2	4933415F23Rik
NM_001161855.1	4933416C03Rik
NR_040498.1	4933416E03Rik
NM_027700.1	4933416I08Rik
NR_045846.2	4933416M06Rik
NR_045840.1	4933416M07Rik
XR_105558.2	4933416O17Rik
XR_873646.1	4933416O17Rik
NR_138559.1	4933416O17Rik
NR_045849.1	4933417D19Rik
NR_040454.1	4933417E11Rik
NR_033592.1	4933417G07Rik
NR_045842.1	4933417O13Rik
NR_036602.1	4933421O10Rik
NR_040715.1	4933422A05Rik
XR_001783388.1	4933423P22Rik
XR_001783389.1	4933423P22Rik
NR_045372.1	4933424G05Rik
NR_040290.1	4933424G06Rik
XR_867991.2	4933424M12Rik
XR_376519.2	4933424M12Rik
NR_046460.1	4933425B07Rik
NM_025751.3	4933425L06Rik
NR_134979.1	4933427D06Rik
NR_134977.1	4933427D06Rik
NR_134978.1	4933427D06Rik
NR_033197.1	4933427E11Rik
NR_045853.1	4933427E13Rik
XR_001784823.1	4933427G23Rik
NR_045159.1	4933427I22Rik
NR_045160.1	4933427I22Rik
NR_040644.1	4933428C19Rik
NM_001289118.1	4933428G20Rik
XR_141415.2	4933428M09Rik
NR_045307.1	4933429K18Rik
NR_033783.1	4933429O19Rik
NR_045855.1	4933430H16Rik
NR_045857.2	4933430M04Rik
NR_045854.1	4933430N04Rik
NR_015459.1	4933431E20Rik
NR_045163.1	4933431G14Rik
NR_045165.1	4933431G14Rik
XR_383761.1	4933431J24Rik
XR_383762.2	4933431J24Rik
XR_383763.1	4933431J24Rik
XR_001778587.1	4933431K23Rik
NR_040716.1	4933432G23Rik
NR_045657.1	4933432I03Rik
NR_027843.1	4933432I09Rik
NR_015575.1	4933432I09Rik
NR_102286.1	4933432K03Rik
NR_045856.1	4933433F19Rik
NR_105026.1	4933433G08Rik
NR_040719.1	4933433G15Rik
NR_045851.1	4933433G19Rik
NR_045458.1	4933433H22Rik
XR_873384.2	4933433N18Rik
NR_040455.1	4933436E23Rik
NR_046208.1	4933436H12Rik
NM_025763.1	4933436I01Rik
NR_040685.1	4933438B17Rik
NR_045446.1	4933438K21Rik
NR_015585.3	4933439C10Rik
NR_135273.1	4933439C10Rik
NR_040558.1	4933439K11Rik
NR_045344.1	4933440J02Rik
NR_045803.1	4933440M02Rik
NR_045804.1	4933440M02Rik
XM_017321877.1	4933440N22Rik
NR_040469.1	5031425E22Rik
NR_015558.3	5031425F14Rik
NR_027890.1	5031426D15Rik
NR_045987.1	5031434C07Rik
NR_045986.1	5031434C07Rik
NR_033624.1	5031434O11Rik
NR_131019.1	5033403F01Rik
NR_040413.1	5033403H07Rik
NR_033600.1	5033404E19Rik
NR_029464.1	5033406O09Rik
NR_138577.1	5033417F24Rik
NR_138578.1	5033417F24Rik
XR_872469.2	5033421B08Rik
XR_001780546.1	5033421B08Rik
XR_872470.2	5033421B08Rik
XR_388120.2	5033426O07Rik
NR_131041.1	5033428I22Rik
XR_141159.4	5033430I15Rik
NR_040510.1	5330411J11Rik
NR_029381.1	5330413P13Rik
XR_873834.1	5330416C01Rik
XR_873835.1	5330416C01Rik
XR_382799.2	5330416C01Rik
XR_873837.1	5330416C01Rik
XR_873836.1	5330416C01Rik
XR_873839.1	5330416C01Rik
XR_873838.1	5330416C01Rik
XR_001781027.1	5330416C01Rik
XR_105578.3	5330416C01Rik
XR_106108.3	5330432E05Rik
NR_015552.1	5330434G04Rik
XR_870435.1	5330439A09Rik
NR_037679.1	5330439B14Rik
NM_001244628.1	5430401F13Rik/LOC102638913
XM_006506845.2	5430401F13Rik/LOC102638913
XR_872644.2	5430401H09Rik
XR_381430.3	5430401H09Rik
XR_872645.2	5430401H09Rik
XR_872646.2	5430401H09Rik
XR_872647.2	5430401H09Rik
XR_872648.2	5430401H09Rik
XR_872649.2	5430401H09Rik
XR_872650.2	5430401H09Rik
XR_872651.2	5430401H09Rik
XR_872652.2	5430401H09Rik
XR_872653.2	5430401H09Rik
XR_872654.2	5430401H09Rik
XR_872655.2	5430401H09Rik
XR_872657.2	5430401H09Rik
XR_872656.2	5430401H09Rik
XR_872658.2	5430401H09Rik
XR_872660.2	5430401H09Rik
XR_381432.3	5430401H09Rik
XR_381431.3	5430401H09Rik
XR_872661.2	5430401H09Rik
NM_001085544.1	5430402E10Rik/Gm14744
NM_027768.3	5430402E10Rik/Gm14744
NR_015581.1	5430402O13Rik
NR_027892.1	5430402O13Rik
NR_046181.1	5430403N17Rik
NR_027914.1	5430405H02Rik
NR_015591.1	5430405H02Rik
NR_034038.1	5430416N02Rik
NR_033355.1	5430416O09Rik
NM_175166.3	5430419D17Rik
NR_040352.1	5430421F17Rik
NR_103550.1	5430425K12Rik
NR_045858.1	5430427M07Rik
NR_045426.1	5430428K19Rik
NR_131001.1	5430431A17Rik
NR_040541.1	5430434I15Rik
XR_868755.1	5430435K18Rik
NR_045274.1	5430437J10Rik
NR_045859.1	5430440P10Rik
NM_027784.1	5530400C23Rik/Gm5885
NM_001185040.1	5530400C23Rik/Gm5885
NR_038010.1	5530401A14Rik
NR_015467.1	5530601H04Rik
NR_040378.1	5730403I07Rik
NR_038158.1	5730405O15Rik
NR_027866.1	5730408K05Rik
XR_105990.4	5730409K12Rik
NR_045424.1	5730412P04Rik
NR_045425.1	5730412P04Rik
NR_033596.1	5730416F02Rik
XR_373931.2	5730419F03Rik
XR_882535.1	5730419F03Rik
NR_045339.1	5730420D15Rik
NR_045338.1	5730420D15Rik
NR_015478.2	5730422E09Rik
NR_045341.1	5730435O14Rik
NR_045801.1	5730460C07Rik
NR_045500.1	5730480H06Rik
NR_073462.1	5730488B01Rik
NM_001033157.4	5730507C01Rik
NM_001201330.1	5730507C01Rik
XM_011243861.1	5730507C01Rik
NR_027973.1	5730522E02Rik
XR_001785249.1	5730596B20Rik
XR_870010.1	5830403F22Rik
NM_175533.3	5830411N06Rik
NM_001128145.1	5830411N06Rik
NM_001128146.1	5830411N06Rik
XM_006536186.1	5830411N06Rik
XR_389955.1	5830411N06Rik
XM_006536189.1	5830411N06Rik
NR_045384.1	5830416I19Rik
NR_028359.1	5830417I10Rik
NR_040466.1	5830418P13Rik
NR_038060.1	5830428M24Rik
NR_015548.1	5830432E09Rik
NR_102283.1	5830444B04Rik
NR_102284.1	5830444B04Rik
NR_102287.1	5830444B04Rik
NR_073359.1	5830454E08Rik
XM_006535168.3	5830473C10Rik
XM_006535169.3	5830473C10Rik
XM_006535170.3	5830473C10Rik
XM_006535171.3	5830473C10Rik
XM_006535172.3	5830473C10Rik
XR_389286.3	5830473C10Rik
XR_389287.3	5830473C10Rik
XM_006535174.3	5830473C10Rik
NM_001252661.1	5830473C10Rik
NR_045643.1	5930403L14Rik
XR_871574.1	5930403N24Rik
XR_871575.1	5930403N24Rik
NR_015517.2	5930412G12Rik
NR_102383.1	5930430L01Rik
NR_102384.1	5930430L01Rik
NR_046158.1	5930438M14Rik
NR_045311.1	6030407O03Rik
NR_033803.1	6030408B16Rik
XR_001780508.1	6030426L16Rik
XR_001780509.1	6030426L16Rik
XR_001780510.1	6030426L16Rik
XR_001780511.1	6030426L16Rik
XR_001780512.1	6030426L16Rik
NR_036598.1	6030440G07Rik
NR_102315.1	6030443J06Rik
NR_040702.1	6030466F02Rik
NR_102715.1	6030469F06Rik
NR_130998.1	6030471H07Rik
NM_183126.2	6030498E09Rik
NR_029446.1	6230400D17Rik
NR_028126.1	6330407A03Rik
NM_027529.1	6330409D20Rik
NR_040589.1	6330410L21Rik
NR_045141.1	6330415B21Rik
NR_126484.1	6330415G19Rik
NR_126485.1	6330415G19Rik
NR_045821.1	6330418K02Rik
XR_105173.2	6330420H09Rik
NR_003619.2	6330549D23Rik
NR_002848.3	6430411K18Rik
NR_108091.1	6430503K07Rik
NM_001033465.2	6430531B16Rik
XM_006536199.2	6430531B16Rik
XM_006536200.1	6430531B16Rik
XM_006536201.1	6430531B16Rik
XM_011249845.1	6430531B16Rik
XR_880968.1	6430531B16Rik
XR_876090.2	6430553K19Rik
XR_876091.2	6430553K19Rik
XR_876092.2	6430553K19Rik
NR_015515.2	6430562O15Rik
NR_046179.1	6430584L05Rik
XM_006500806.1	6430590A07Rik
XR_380754.2	6430590A10Rik
XM_017320502.1	6430628N08Rik
NR_040291.1	6430706D22Rik
NR_102348.1	6430710C18Rik
NR_102349.1	6430710C18Rik
NR_029460.1	6530402F18Rik
NR_130170.1	6530403H02Rik
NR_027881.1	6530411M01Rik
XR_870663.1	6720432D03Rik
NR_040306.1	6720468P15Rik
NR_040307.1	6720468P15Rik
NR_040492.1	6720483E21Rik
NM_173381.1	6720489N17Rik
NM_001324406.1	6720489N17Rik
XM_017315472.1	6720489N17Rik
XM_017315473.1	6720489N17Rik
XR_001780769.1	6720489N17Rik
XR_105017.3	6820426E19Rik
NR_030708.1	6820431F20Rik
NM_001033983.3	7420426K07Rik (includes others)
XM_006511610.3	7420426K07Rik (includes others)
XM_006511611.2	7420426K07Rik (includes others)
NM_001177581.1	7420461P10Rik
XM_017313712.1	7420461P10Rik
NR_046272.1	7420700N18Rik
NR_045860.1	7420701I03Rik
NM_001256072.1	7530416G11Rik
XM_017316669.1	7530416G11Rik
XR_880699.1	7530428D23Rik
XR_880698.1	7530428D23Rik
NR_040744.1	7630403G23Rik
NM_030135.2	8030411F24Rik
NR_045738.1	8030423F21Rik
NM_029873.1	8030423J24Rik
XM_011244587.2	8030423J24Rik
NR_040615.1	8030442B05Rik
NR_040664.1	8030443G20Rik
XR_881356.1	8030451A03Rik
NR_131116.1	8030451O07Rik
NR_131115.1	8030451O07Rik
XR_868998.1	8030453O22Rik
XR_869000.2	8030453O22Rik
XR_868999.1	8030453O22Rik
XR_869001.2	8030453O22Rik
NR_131069.1	8030455M16Rik
XM_017318680.1	8030474K03Rik
XM_001000772.4	8030474K03Rik
XM_006528367.2	8030474K03Rik
XM_006528368.3	8030474K03Rik
XR_878186.1	8030474K03Rik
XR_387014.2	8030474K03Rik
XR_878187.2	8030474K03Rik
XR_001785268.1	8430415O14Rik
XR_872264.2	8430419K02Rik
XR_001780165.1	8430419K02Rik
XR_872267.2	8430419K02Rik
XR_872266.2	8430419K02Rik
XR_872263.2	8430419K02Rik
NR_045373.1	8430422H06Rik
NR_040686.1	8430423G03Rik
NR_077229.1	8430426J06Rik
NR_077230.1	8430426J06Rik
NR_077231.1	8430426J06Rik
NR_028317.1	8430429K09Rik
NR_045275.1	8430429K09Rik
NR_045276.1	8430429K09Rik
NR_130994.1	8430430B14Rik
NR_002849.1	8430431K14Rik
NR_040645.1	8430436N08Rik
NR_040503.1	8430437L04Rik
NM_001123370.1	9030025P20Rik/Gm3435
NM_001123372.1	9030025P20Rik/Gm3435
XM_006523365.1	9030025P20Rik/Gm3435
XM_006523366.3	9030025P20Rik/Gm3435
XM_006523367.1	9030025P20Rik/Gm3435
XM_011246223.2	9030025P20Rik/Gm3435
XM_017317188.1	9030025P20Rik/Gm3435
XM_006523368.2	9030025P20Rik/Gm3435
XM_006523370.1	9030025P20Rik/Gm3435
XM_006523371.3	9030025P20Rik/Gm3435
XM_006523372.1	9030025P20Rik/Gm3435
XM_006523373.2	9030025P20Rik/Gm3435
XM_006523375.2	9030025P20Rik/Gm3435
XM_006523374.2	9030025P20Rik/Gm3435
NR_040618.1	9030204H09Rik
NR_045878.1	9030404E10Rik
NR_102361.1	9030612E09Rik
XR_872196.1	9030616G12Rik
NR_108041.1	9030619P08Rik
XR_375075.3	9030622O22Rik
XR_375076.3	9030622O22Rik
XR_866811.2	9030622O22Rik
XR_375082.3	9030622O22Rik
XR_866812.2	9030622O22Rik
XR_866813.2	9030622O22Rik
XR_866814.2	9030622O22Rik
XR_866815.2	9030622O22Rik
XR_001783502.1	9030622O22Rik
XR_866816.2	9030622O22Rik
XR_866817.2	9030622O22Rik
XR_866818.2	9030622O22Rik
XR_866819.2	9030622O22Rik
XR_866820.2	9030622O22Rik
XR_375083.3	9030622O22Rik
XR_375084.3	9030622O22Rik
XR_375087.3	9030622O22Rik
XR_375089.3	9030622O22Rik
XR_866821.2	9030622O22Rik
XR_375090.3	9030622O22Rik
XR_866822.2	9030622O22Rik
XR_866823.1	9030622O22Rik
XR_866824.2	9030622O22Rik
XR_866825.1	9030622O22Rik
XR_866826.2	9030622O22Rik
XR_866827.1	9030622O22Rik
XR_866828.1	9030622O22Rik
XR_866829.2	9030622O22Rik
XR_866831.2	9030622O22Rik
XR_866830.2	9030622O22Rik
XR_866832.1	9030622O22Rik
XR_866833.2	9030622O22Rik
XR_866834.2	9030622O22Rik
XR_866835.2	9030622O22Rik
XR_866836.2	9030622O22Rik
XR_866837.2	9030622O22Rik
XR_866838.2	9030622O22Rik
XR_866839.1	9030622O22Rik
NM_001256489.1	9030624G23Rik (includes others)
NR_136920.1	9030624G23Rik (includes others)
XM_017315300.1	9030624G23Rik (includes others)
XM_006515300.3	9030624G23Rik (includes others)
NR_110446.1	9030625G05Rik
XR_386048.2	9130001E16Rik
NR_045050.1	9130015A21Rik
NR_045051.1	9130015A21Rik
NR_040499.1	9130015L21Rik
NM_030226.3	9130019O22Rik/Zfp747
NM_175560.3	9130019O22Rik/Zfp747
NR_033635.1	9130019P16Rik
NM_177001.3	9130023H24Rik
NR_024325.1	9130024F11Rik
NR_024326.1	9130024F11Rik
NM_001101461.2	9130204L05Rik (includes others)
XM_011240088.2	9130204L05Rik (includes others)
XM_011240089.2	9130204L05Rik (includes others)
XM_006502578.1	9130204L05Rik (includes others)
XM_006502512.1	9130204L05Rik (includes others)
XR_378399.2	9130208D14Rik
XR_105147.4	9130208D14Rik
NR_033453.1	9130209A04Rik
NR_046180.1	9130221F21Rik
NR_046001.1	9130221H12Rik
NR_045837.1	9130227L01Rik
NR_027961.1	9130230L23Rik
NM_001033819.2	9130409I23Rik
XM_017321873.1	9130409I23Rik
NR_130315.1	9130409J20Rik
NR_130645.1	9130409J20Rik
NR_130646.1	9130409J20Rik
NR_045865.1	9230009I02Rik
XR_035195.2	9230019H11Rik
XR_879985.1	9230020A06Rik
XR_388802.2	9230020A06Rik
XR_388807.3	9230020A06Rik
XR_879986.2	9230020A06Rik
XR_388808.3	9230020A06Rik
XR_879988.2	9230020A06Rik
XR_879987.2	9230020A06Rik
XR_879989.2	9230020A06Rik
XR_879990.1	9230020A06Rik
XR_879991.2	9230020A06Rik
NR_028438.1	9230102K24Rik
NR_040511.1	9230102O04Rik
NM_029960.3	9230104L09Rik
XM_011239843.2	9230104L09Rik
NR_040626.1	9230105E05Rik
NM_029863.1	9230110F15Rik
NM_030062.1	9230112D13Rik
NR_040463.1	9230112J17Rik
NR_040464.1	9230112J17Rik
XM_006510720.3	9230113P08Rik/Gm3867
XM_017313710.1	9230113P08Rik/Gm3867
NR_015537.2	9230114K14Rik
NR_110486.1	9230116L04Rik
NR_024328.1	9230116N13Rik
NR_130988.1	9230117E06Rik
NR_028442.1	9330020H09Rik
NR_077223.1	9330102E08Rik
XR_881839.2	9330104G04Rik
XR_391178.3	9330104G04Rik
XR_391179.3	9330104G04Rik
NR_015587.2	9330111N05Rik
NR_045400.1	9330117O12Rik
NR_045696.1	9330133O14Rik
NR_131123.1	9330136K24Rik
NR_033222.1	9330151L19Rik
XR_001779330.1	9330154J02Rik
XR_876148.2	9330155M09Rik
NR_015589.1	9330158H04Rik
NR_037982.1	9330159M07Rik
NR_037983.1	9330159M07Rik
NR_102323.1	9330162012Rik
NR_038007.1	9330162B11Rik
NR_015514.2	9330175E14Rik
NR_045151.2	9330175M20Rik
NR_040553.1	9330178D15Rik
NR_040273.1	9330179D12Rik
NR_040274.1	9330179D12Rik
NR_040275.1	9330179D12Rik
NM_001256056.1	9330182O14Rik
NR_102319.1	9330188P03Rik
XR_001784914.1	9330198I05Rik
XR_880538.2	9330198I05Rik
XR_001784915.1	9330198I05Rik
XR_001784916.1	9330198I05Rik
XR_001784917.1	9330198I05Rik
XR_001784918.1	9330198I05Rik
XR_001784919.1	9330198I05Rik
XR_001784920.1	9330198I05Rik
XR_001784921.1	9330198I05Rik
XR_001784922.1	9330198I05Rik
XR_001784923.1	9330198I05Rik
XR_001783259.1	9330198N18Rik
NR_131037.1	9330199G10Rik
NR_131038.1	9330199G10Rik
NM_198662.3	9430007A20Rik
NR_045737.1	9430014N10Rik
NR_045988.1	9430018G01Rik
NR_040635.1	9430019J16Rik
NR_033569.1	9430021M05Rik
XR_374262.2	9430024E24Rik
NR_040766.1	9430037G07Rik
NM_029886.2	9430038I01Rik
XM_011241948.2	9430038I01Rik
XM_011241949.2	9430038I01Rik
XM_006508329.3	9430038I01Rik
XM_006508331.3	9430038I01Rik
NR_033568.1	9430041J12Rik
NR_015525.1	9430060I03Rik
NR_131098.1	9430065F17Rik
NR_131099.1	9430065F17Rik
NR_131100.1	9430065F17Rik
NM_001256161.1	9430069I07Rik
NR_131073.1	9430078K24Rik
NR_131074.1	9430078K24Rik
NR_131075.1	9430078K24Rik
NR_029463.1	9430083A17Rik
XR_389429.3	9430085M18Rik
XR_880490.2	9430085M18Rik
XR_880491.2	9430085M18Rik
XR_389430.3	9430085M18Rik
XR_001785072.1	9430085M18Rik
XR_001785073.1	9430085M18Rik
NR_040363.1	9430091E24Rik
NR_040364.1	9430091E24Rik
XR_001783623.1	9430093N23Rik
XR_866126.2	9430097D07Rik
NM_023865.3	9530002B09Rik
NM_029906.3	9530003J23Rik
NR_131079.1	9530014B07Rik
NR_131083.1	9530020I12Rik
NR_131084.1	9530020I12Rik
NR_131085.1	9530020I12Rik
NR_040483.1	9530026F06Rik
NR_015530.2	9530026P05Rik
NR_045916.1	9530027J09Rik
XR_376578.2	9530034E10Rik
XR_376579.2	9530034E10Rik
XR_376580.2	9530034E10Rik
XR_376581.2	9530034E10Rik
XR_376582.2	9530034E10Rik
XR_868045.1	9530034E10Rik
XR_868044.1	9530034E10Rik
XR_868046.1	9530034E10Rik
XR_377696.3	9530036M11Rik
XR_377697.3	9530036M11Rik
XR_869109.2	9530036M11Rik
XR_869111.2	9530036M11Rik
XR_869112.2	9530036M11Rik
XR_105045.4	9530036M11Rik
XR_869113.2	9530036M11Rik
XR_869114.2	9530036M11Rik
NR_015562.1	9530036O11Rik
XR_383512.2	9530047P18Rik
NR_040272.1	9530051G07Rik
XR_867677.2	9530052C20Rik
XR_867678.2	9530052C20Rik
XR_867679.2	9530052C20Rik
XR_867680.2	9530052C20Rik
NR_046017.1	9530052E02Rik
NM_001164655.1	9530053A07Rik
NR_015610.1	9530059O14Rik
NR_131013.1	9530062K07Rik
NR_045777.1	9530080O11Rik
NR_045776.1	9530080O11Rik
NR_015472.1	9530082P21Rik
NR_033299.1	9530091C08Rik
NR_102378.1	9630001P10Rik
XR_872808.1	9630002D21Rik
XR_872810.1	9630002D21Rik
XR_872809.1	9630002D21Rik
XR_872811.1	9630002D21Rik
XR_872812.1	9630002D21Rik
XR_872813.1	9630002D21Rik
XR_872814.1	9630002D21Rik
NR_015539.1	9630013A20Rik
XR_376544.2	9630013D21Rik
XR_376545.2	9630013D21Rik
XR_376547.1	9630013D21Rik
XR_376548.1	9630013D21Rik
XR_376549.1	9630013D21Rik
NR_131111.1	9630013K17Rik
XR_383506.1	9630015K15Rik
XR_383507.3	9630015K15Rik
XR_383502.3	9630015K15Rik
XR_383503.3	9630015K15Rik
XR_001781292.1	9630015K15Rik
XR_001781293.1	9630015K15Rik
NR_038006.1	9630028B13Rik
NR_015544.2	9630028H03Rik
NR_131118.1	9630028I04Rik
NM_178796.6	9830107B12Rik/A530064D06Rik
NM_001177897.1	9830107B12Rik/A530064D06Rik
NM_177824.4	9830107B12Rik/A530064D06Rik
NM_001113556.1	9830107B12Rik/A530064D06Rik
NM_001177896.1	9830107B12Rik/A530064D06Rik
XM_017317512.1	9830107B12Rik/A530064D06Rik
XM_017317513.1	9830107B12Rik/A530064D06Rik
XM_017317514.1	9830107B12Rik/A530064D06Rik
NR_040552.1	9830132P13Rik
NR_045314.1	9830166K06Rik
NR_030696.1	9930014A18Rik
XR_105447.4	9930038B18Rik
NR_108086.1	9930111H07Rik
NM_001114679.1	9930111J21Rik1/Gm12185
NM_001045540.2	9930111J21Rik1/Gm12185
NM_173434.1	9930111J21Rik2
XR_001778114.1	A030001D20Rik
XR_374751.1	A130030D18Rik
XR_875614.2	A130051J06Rik
XR_875615.1	A130051J06Rik
XR_875616.2	A130051J06Rik
XR_001781754.1	A130051J06Rik
XR_875618.1	A130051J06Rik
XR_001781755.1	A130051J06Rik
NR_040616.1	A130077B15Rik
NM_001081067.1	A1BG
NM_001081074.1	A1CF
XM_006527331.1	A1CF
XM_017318290.1	A1CF
NR_040391.1	A230001M10Rik
XR_001778142.1	A230006K03Rik
XR_001778143.1	A230006K03Rik
XR_001778144.1	A230006K03Rik
XR_391494.3	A230006K03Rik
XR_391495.3	A230006K03Rik
NR_077237.1	A230009B12Rik
NR_077238.1	A230009B12Rik
NR_077239.1	A230009B12Rik
NR_027298.1	A230020J21Rik
NR_040374.1	A230028O05Rik
XR_876886.1	A230051N06Rik
XR_001778575.1	A230052G05Rik
NR_045633.1	A230056J06Rik
NR_015495.2	A230056P14Rik
NR_015533.2	A230057D06Rik
NM_001101503.1	A230065H16Rik
XM_006516046.1	A230065H16Rik
XM_006516047.3	A230065H16Rik
XM_006516048.1	A230065H16Rik
NR_045897.1	A230070E04Rik
NR_027445.1	A230072C01Rik
NR_027446.1	A230072C01Rik
NR_015600.2	A230072E10Rik
XR_378721.2	A230072I06Rik
NR_040329.1	A230077H06Rik
XR_105027.4	A230083G16Rik
XR_873035.2	A230087F16Rik
XR_001784834.1	A230098N10Rik
NR_110581.1	A230103J11Rik
NR_110582.1	A230103J11Rik
XR_001780841.1	A230103O09Rik
XR_382700.1	A230107N01Rik
NR_138587.1	A230107N01Rik
NR_040333.1	A230108P19Rik
XM_011241322.1	A2M
NM_175628.3	A2M
NR_132435.1	A330008L17Rik
NR_045326.1	A330009N23Rik
NR_045327.1	A330009N23Rik
NR_045328.1	A330009N23Rik
NR_126080.1	A330015K06Rik
NR_015566.2	A330023F24Rik
NR_045329.1	A330032B11Rik
NR_102303.1	A330033J07Rik
NR_015586.2	A330035P11Rik
NR_015503.1	A330040F15Rik
NR_045835.1	A330041J22Rik
NR_045162.1	A330048O09Rik
NR_040646.1	A330049N07Rik
NR_015464.1	A330069E16Rik
XR_867365.1	A330069K06Rik
NM_198665.1	A330070K13Rik
NR_110496.1	A330074K22Rik
NR_045088.1	A330076C08Rik
NR_015599.2	A330076H08Rik
NR_040342.1	A330093E20Rik
NR_045074.1	A330102I10Rik
NR_045073.1	A330102I10Rik
NR_045075.1	A330102I10Rik
NR_045077.1	A330102I10Rik
NM_001009819.2	A3GALT2
XM_006502925.2	A3GALT2
XR_001785270.1	A430010J10Rik
XR_001785271.1	A430010J10Rik
NM_183025.2	A430033K04Rik
NR_040452.1	A430035B10Rik
NR_131150.1	A430046D13Rik
NR_131151.1	A430046D13Rik
XR_001783618.1	A430048G15Rik
XR_001783619.1	A430048G15Rik
XR_383238.3	A430057M04Rik
XR_383240.2	A430057M04Rik
XR_105606.4	A430057M04Rik
XR_874395.2	A430057M04Rik
NM_176925.3	A430057M04Rik
XR_880154.1	A430060F13Rik
XR_880530.2	A430072P03Rik
NM_001033378.3	A430078G23Rik
NR_131126.1	A430078I02Rik
NR_131125.1	A430078I02Rik
NR_131142.1	A430085M09Rik
NR_045310.1	A430088P11Rik
NR_045309.1	A430088P11Rik
NM_198667.1	A430089I19Rik (includes others)
NM_177913.4	A430089I19Rik (includes others)
NM_001270457.1	A430089I19Rik (includes others)
XM_003689145.3	A430089I19Rik (includes others)
XM_003085647.3	A430089I19Rik (includes others)
XM_011249886.1	A430089I19Rik (includes others)
XM_003945848.3	A430089I19Rik (includes others)
XM_003945845.3	A430089I19Rik (includes others)
XM_001476028.4	A430089I19Rik (includes others)
XM_001476310.4	A430089I19Rik (includes others)
XM_001476548.4	A430089I19Rik (includes others)
XM_982184.4	A430089I19Rik (includes others)
NR_045836.1	A430090L17Rik
NR_027805.1	A430093F15Rik
XR_865831.1	A430105J06Rik
XR_865832.1	A430105J06Rik
XR_106226.2	A430108G06Rik
XR_140477.4	A430110L20Rik
NM_001004150.3	A4GALT
NM_001170954.1	A4GALT
XM_006511244.3	A4GNT
XM_006511246.3	A4GNT
NM_001077424.2	A4GNT
XR_873555.2	A530001N23Rik
XR_382545.3	A530001N23Rik
XR_873556.2	A530001N23Rik
XR_873558.2	A530001N23Rik
XR_873559.2	A530001N23Rik
XR_873560.2	A530001N23Rik
NR_046014.1	A530006G24Rik
XR_879307.2	A530010L16Rik
NR_110334.1	A530013C23Rik
NR_015500.3	A530013C23Rik
XR_867597.1	A530020G20Rik
XR_378299.2	A530021J07Rik
NM_177895.3	A530021J07Rik
XR_001778792.1	A530040E14Rik
NR_046131.1	A530046M15Rik
NR_045419.1	A530050N04Rik
NR_015565.2	A530053G22Rik
NR_028423.1	A530058N18Rik
NR_046142.1	A530065N20Rik
NR_045765.2	A530072M11Rik
NR_029458.1	A530088E08Rik
XR_001780994.1	A530095I07Rik
NM_175688.4	A530099J19Rik
XM_006516692.3	A530099J19Rik
NM_177055.3	A630001G21Rik
XM_011248032.1	A630001G21Rik
XM_011248033.1	A630001G21Rik
XM_017321191.1	A630001G21Rik
XR_879366.1	A630001O12Rik
NR_033556.1	A630010A05Rik
NR_045367.2	A630012P03Rik
NR_046182.1	A630019I02Rik
NR_045740.1	A630020A06
NM_001251843.1	A630023A22Rik
NR_102290.1	A630023P12Rik
NM_001122595.1	A630033H20Rik
NM_001122596.1	A630033H20Rik
NM_175442.4	A630033H20Rik
XR_001784239.1	A630034I12Rik
XR_001784240.1	A630034I12Rik
XR_001784241.1	A630034I12Rik
XR_001784242.1	A630034I12Rik
XR_001783615.1	A630050E04Rik
NR_030698.1	A630066F11Rik
XR_001780669.1	A630072L19Rik
XR_381847.2	A630072L19Rik
XR_001780670.1	A630072L19Rik
XR_381852.2	A630072L19Rik
NR_030699.1	A630072M18Rik
NM_001142969.1	A630073D07Rik
NR_033634.1	A630075F10Rik
NR_033632.1	A630075F10Rik
NM_001256174.1	A630076J17Rik
NR_040667.1	A630077J23Rik
NR_015491.1	A630089N07Rik
NM_001033325.2	A630095E13Rik
NM_001243091.1	A630095N17Rik
NM_001243090.1	A630095N17Rik
XM_006496500.3	A630095N17Rik
NR_131124.1	A730004F24Rik
NR_131158.1	A730004F24Rik
NR_110485.1	A730006G06Rik
NM_172505.4	A730008H23Rik
XR_384996.3	A730009L09Rik
XR_035377.5	A730013G03Rik
NR_015523.2	A730017L22Rik
NR_036459.1	A730018C14Rik
NR_040287.1	A730020E08Rik
NR_036456.1	A730020M07Rik
NR_036457.1	A730020M07Rik
NR_036458.1	A730020M07Rik
NR_045838.1	A730036I17Rik
NR_040769.1	A730043L09Rik
