"","csde_values.average_csde","input_values.average_input"
"0610005C13Rik",14.230353425231,31.2882765734923
"0610006L08Rik",0.901183660872129,0.334030381440352
"0610009B22Rik",56.3559011535261,119.731112318889
"0610009E02Rik",14.4576117897777,21.8289502763953
"0610009L18Rik",48.2101823755492,47.0033010411542
"0610025J13Rik",1.86882804268665,3.15912068529638
"0610031O16Rik",0,0.159675273482978
"0610038B21Rik",4.03012237199875,4.88085084647189
"0610039H22Rik",0.691937425081242,9.32220426958157
"0610039K10Rik",2.7709834290977,13.1909410697689
"0610040B10Rik",3.58838512302999,15.3512805834675
"0610040F04Rik",3.93682968884726,11.0890488933662
"0610043K17Rik",1.43929472105606,15.449348209574
"1010001N08Rik",0,0.165282119701422
"1100001I12Rik",0,0
"1110002J07Rik",39.3711874855754,108.038822260225
"1110002L01Rik",79.6558185910371,159.939087923687
"1110002O04Rik",0,0.151103615986616
"1110006O24Rik",15.9393429682453,13.8657564534815
"1110015O18Rik",8.53627088444931,63.7207163238835
"1110018N20Rik",115.552096322434,174.611249944538
"1110019D14Rik",2.96485098232431,8.32150901944837
"1110020A21Rik",3.20072534141712,8.90865119089847
"1110025L11Rik",0,0
"1110028F11Rik",0.309329649175521,1.77774981293042
"1110028F18Rik",1.05668694515034,0.643701246788785
"1110036E04Rik",0,0.159675273482978
"1110038B12Rik",132.379644919358,480.893298593783
"1110046J04Rik",8.566529822124,84.3203844378231
"1110057P08Rik",0,0
"1110058D11Rik",3.7073334359445,10.6662142576787
"1110065P20Rik",255.663199498102,262.919339743602
"1190003K10Rik",0.971945968760081,1.7645836647369
"1190028D05Rik",0.154664824587761,12.3684725895454
"1300002E11Rik",94.4241672618166,345.100025823248
"1300017J02Rik",4.71507318929056,4.03520042665968
"1500002F19Rik",2.13018642615826,12.6558215608849
"1500004A13Rik",65.7717689275239,66.8134213245895
"1500009L16Rik",78.1126029439852,224.770289427087
"1500011B03Rik",619.81954878476,890.295159693577
"1500011K16Rik",45.8528523814777,93.6851274356052
"1500012K07Rik",85.0383844667383,263.884693244646
"1500015A07Rik",70.8787222481478,222.922827266226
"1500015L24Rik",0,0
"1500017E21Rik",0.542790129763472,10.8929497946373
"1500026H17Rik",105.487848758099,221.498038262104
"1500035N22Rik",60.787138295937,92.8961462630907
"1520401A03Rik",3.08574845929695,0.705780459116574
"1600002D24Rik",0,0.188531810359245
"1600010M07Rik",1.67174417699752,4.79547749980934
"1600014C23Rik",1.51272024759925,1.72594100978344
"1600015I10Rik",0,0
"1600019K03Rik",0,0.159675273482978
"1600020E01Rik",54.1089672350618,149.323231357104
"1600023N17Rik",3.51023215394516,11.9554562310897
"1600025M17Rik",0,0
"1600027J07Rik",0,0
"1600029I14Rik",1.36601659432586,3.34921716357203
"1600029O15Rik",106.912309115529,140.16270329516
"1700001C19Rik",3.5586492912969,8.41648871739572
"1700001D01Rik",1.36601659432586,13.1742737290588
"1700001F09Rik",0.329826901831195,5.39887192120542
"1700001G01Rik",0,1.13404856614164
"1700001G11Rik",4.51637407055655,6.2402120246696
"1700001G17Rik",16.0858992217057,33.0145629596591
"1700001J03Rik",4.36459849294627,4.77125284765096
"1700001J11Rik",8.87673923668994,5.05504515428769
"1700001K19Rik",15.0914400102183,13.8196671014169
"1700001K23Rik",1.52068141891362,3.84956478863863
"1700001L05Rik",16.1167408910244,26.2494340699044
"1700003C15Rik",0,0
"1700003D09Rik",21.8266759825607,33.1618814650722
"1700003E24Rik/1700019M22Rik",0,0
"1700003F12Rik",10.4934290723281,14.3432419872708
"1700003G13Rik",0,0
"1700003G18Rik",0.45101106028129,0.803376520271763
"1700003H04Rik",0,0
"1700003I22Rik",0,0
"1700003L19Rik",0,0.632379747884868
"1700003M07Rik",37.5492350354381,72.7773227605844
"1700003P14Rik",0,0
"1700006A11Rik",0,0
"1700006F04Rik",0.90202212056258,2.89283434093093
"1700006H20Rik",3.02871001883727,5.10508920141405
"1700006H21Rik",0,0
"1700007E05Rik",30.4992471081619,74.1409695262483
"1700007F19Rik",0.309329649175521,2.9299595106662
"1700007J10Rik",13.7446328550784,64.2506156083888
"1700007K09Rik",1.21019885110147,0.331053886513226
"1700007L15Rik",4.80784546389545,16.2582431693459
"1700007P06Rik",3.67317424091135,11.801406937087
"1700008C04Rik",2.34244913600286,12.2191160378127
"1700008J07Rik",81.4455456004343,140.70899317975
"1700008K24Rik",3.96308157742222,6.5369019683878
"1700008P02Rik",0,0
"1700009C05Rik",0,0.316189873942434
"1700009J07Rik",2.83615298470054,1.9411040460801
"1700009N14Rik",0,0
"1700010B08Rik",0.45101106028129,3.30768207055667
"1700010D01Rik/Gm5941",0,7.2013627573629
"1700010I02Rik",3.67587844122618,10.9649584099149
"1700010J16Rik",0,0
"1700010K23Rik",0,0
"1700010L04Rik",18.3464863852448,39.268242141821
"1700011B04Rik",0,0.32435069982283
"1700011C11Rik",0,0
"1700011I03Rik",0.669863155084946,1.69537051763365
"1700011M02Rik",0,0
"1700012A03Rik",0,0
"1700012B07Rik",0,0
"1700012C14Rik",0,1.29872399248149
"1700012D01Rik",5.88726550723704,11.2746298145656
"1700012D14Rik",6.27798185427013,21.608988548726
"1700012D16Rik",0.915005534044572,4.64161981000647
"1700012H19Rik",0,0
"1700012I11Rik",0,0.156514600459456
"1700012J15Rik",0,0
"1700013D24Rik",0,0
"1700013G24Rik",0,0
"1700013H16Rik",0,0
"1700013N06Rik",0,0
"1700015C15Rik",0.887579518016691,3.36019192916248
"1700015G11Rik",0,0
"1700016A09Rik",30.157669506805,17.4301743943927
"1700016B01Rik",0,0
"1700016C19Rik",12.5306451749863,25.2565504006474
"1700016D06Rik",6.33144792078051,30.7297860822386
"1700016G22Rik",0,0.626058401837824
"1700016J18Rik",4.20506788779592,22.2276661091661
"1700016L04Rik",0.45101106028129,1.29240264643444
"1700016L21Rik",0,0
"1700016P04Rik",0,0
"1700017D01Rik",0,0
"1700017G19Rik",0,0.319350546965956
"1700017J07Rik",0,0
"1700017L05Rik",0,0
"1700017M07Rik",3.55197437412389,15.5368751331574
"1700018A04Rik",0.90202212056258,1.29240264643444
"1700018A23Rik",1.8456998802747,6.32398209463024
"1700018B24Rik",0,0.156514600459456
"1700018G05Rik",3.24537885342976,1.56243728255439
"1700018L02Rik",9.36960636412291,15.8991572673537
"1700019A02Rik",4.96754795753914,17.8904604179718
"1700019B21Rik",0,0.398287352274642
"1700019C18Rik",0,0
"1700019E08Rik",0.760340709456812,1.43891694118015
"1700019F05Rik",0,0
"1700019G24Rik",0.309329649175521,4.48826588257054
"1700019J19Rik",0.404022244746443,1.73894379541696
"1700019L22Rik",82.4814452808595,166.672465006616
"1700019P21Rik",0,0
"1700020D05Rik",16.3692620439173,34.6202794269163
"1700020D12Rik",0.101171249908868,0
"1700020D14Rik",0,0
"1700020G17Rik",2.1442155596193,6.13898372553956
"1700020I14Rik",304.25682310457,981.80913742692
"1700020M21Rik",0,0.167836099363374
"1700020N01Rik",0,0
"1700020N15Rik/Gm6812",0.55073672995694,0.157433218648199
"1700020N18Rik",0,0
"1700021F02Rik",0,0
"1700021L23Rik",0.831860543870366,0.871775365154446
"1700021N21Rik",2.06282886176173,3.2153455609204
"1700022A21Rik",0,0.159675273482978
"1700022A22Rik",0,0
"1700022E09Rik",0.45101106028129,0.964891273588093
"1700022H01Rik",3.66489697853292,6.07869727135327
"1700022H16Rik",0,0
"1700022N22Rik",13.0736690862851,24.8138526178334
"1700023C21Rik",0,0
"1700023F02Rik",1.52555626126825,0.47270447440189
"1700023F06Rik",8.45984459995479,11.9871764721097
"1700023G09Rik",0,0
"1700024B18Rik",0,4.22052267726729
"1700024F13Rik",1.06967035863233,4.61460629144829
"1700024I08Rik",0,0
"1700024N05Rik",0,0.201540006566087
"1700024P04Rik",0,0
"1700025B11Rik",0,0
"1700025C18Rik",0,1.1553703707593
"1700025D23Rik",0,0
"1700025F22Rik",0,0
"1700025F24Rik",1.80404424112516,1.77642861974025
"1700025J12Rik",0.915005534044572,0.487186646329329
"1700025K04Rik",0,0
"1700025K24Rik",1.00126707425676,1.60543184735336
"1700025M24Rik",0,0.370381738041849
"1700025N23Rik",15.3184793072328,54.5329025088092
"1700026D11Rik",0.618659298351043,3.68805003532229
"1700026F02Rik",0,0.156514600459456
"1700026J12Rik",0,0
"1700026J14Rik",2.44056179531283,8.01848012424321
"1700027A15Rik",0,0
"1700027F06Rik",0,0
"1700027F09Rik",0,0
"1700027H10Rik",8.4900734582411,5.9982758055589
"1700027I24Rik",0,0
"1700027J07Rik",0,0.167836099363374
"1700028B04Rik",0.463994473763282,0
"1700028D13Rik",1.83888068712005,13.639512507292
"1700028E10Rik",4.31604353086517,8.20183488536591
"1700028I16Rik",1.00126707425676,0.814698019175681
"1700028J19Rik",4.83868713321406,6.96236085723882
"1700028M03Rik",0,0
"1700028P15Rik",0,0
"1700029B22Rik",0,0.953569774684176
"1700029F12Rik",2.81647148839223,16.5813517462719
"1700029H14Rik",0.616996916852398,2.62284965531627
"1700029J03Rik",0,0
"1700029M03Rik",0,0
"1700029M20Rik",0.707017963954867,0.321610765437671
"1700029N11Rik",0,0
"1700029P11Rik",0,0
"1700030A11Rik",0,0.655022745692703
"1700030C10Rik",14.6853887619593,39.780650599967
"1700030C12Rik",5.71248348970486,20.8074681605876
"1700030C14Rik",0,1.76829679455785
"1700030F04Rik",0,0
"1700030F18Rik",0,0
"1700030L20Rik",17.8650341194246,59.0252630668241
"1700030L22Rik",1.74862437023158,21.5165862664816
"1700030M09Rik",0.537272600493481,2.4296118855996
"1700030N03Rik",0,0
"1700030O20Rik",0,0.167836099363374
"1700031A10Rik",0,0.156514600459456
"1700031F05Rik",0,0
"1700031L13Rik",0,0
"1700031M16Rik",0,0
"1700031P21Rik",0,0
"1700034B16Rik",0,0
"1700034G24Rik",1.5372980367984,1.61338551538379
"1700034H15Rik",60.554740561959,112.565933718061
"1700034I23Rik/Gm10731",13.2253156734354,40.1427142200322
"1700034K08Rik",1.84786932392577,4.8434204060816
"1700034P13Rik",272.9495869751,11.8892110503004
"1700036A12Rik",3.29643090598014,4.08544235593704
"1700036G14Rik",0,0
"1700039E22Rik",0,0.484025973305807
"1700039I01Rik",2.46865888354683,12.6097060033655
"1700039M10Rik",18.3777493195605,96.4496632755248
"1700040D17Rik",6.10058393149111,36.4258192948734
"1700040G22Rik",3.93179017029685,14.3492641401441
"1700041A01Rik",0,0
"1700041B01Rik",0,0.326022490909016
"1700041C23Rik",0,0
"1700041M19Rik",0,0
"1700042G07Rik",0,0.156514600459456
"1700042G15Rik",0.856454989847012,2.24386300474921
"1700042O10Rik",0,0.319350546965956
"1700044C05Rik",0,0
"1700044K03Rik",0,0
"1700045H11Rik",0,0
"1700046C09Rik",0,0
"1700047A11Rik",3.30420494713673,14.85127806702
"1700047E10Rik",1.36706328021378,5.82491810801222
"1700047G03Rik",0.537272600493481,2.45593384307414
"1700047I17Rik2/Fam177a",190.792581208617,256.938509480015
"1700047L14Rik",0,0
"1700047M11Rik",0.605675884869051,0.313029200918912
"1700048B10Rik",0,0
"1700048F04Rik",0.90202212056258,0.167836099363374
"1700048M11Rik",0.618659298351043,8.36679501506404
"1700048O14Rik",0,0
"1700048O20Rik",128.514335498892,361.579738834318
"1700049E15Rik",0,0
"1700049E17Rik1",0,0.290283445409178
"1700049E17Rik2",0,0
"1700049E22Rik",0,0
"1700049J03Rik",4.44335025244177,18.5039540817896
"1700049L16Rik",0,0
"1700051A21Rik",2.61022614283092,5.44251118748855
"1700052H01Rik",0.444342279955218,6.02456294805222
"1700052I22Rik",0,0
"1700052K11Rik",205.774468241503,188.112561453744
"1700054A03Rik",0,0.159675273482978
"1700054K19Rik",0,0
"1700054M17Rik",0.463994473763282,1.60043169449648
"1700054O19Rik",47.4590959763367,142.664156448462
"1700055C04Rik",0,0
"1700055D18Rik",4.58477735493212,21.9263619003169
"1700056E22Rik",1.22433518322009,4.54539166373331
"1700057G04Rik",1.30593549556587,3.48443351036816
"1700057H15Rik",0.760340709456812,2.58928715908258
"1700057H21Rik",0,0
"1700060C16Rik",0,0
"1700060C20Rik",0,0.313029200918912
"1700061F12Rik",0,0
"1700061G19Rik",37.9056016846775,70.7177730328259
"1700061I17Rik",0.154664824587761,0
"1700061J23Rik",0,0
"1700062C10Rik",1.762693956677,9.43382891406313
"1700063A18Rik",0,0
"1700063D05Rik",12.7987351767239,22.9220569975932
"1700063H04Rik",0,0.159675273482978
"1700063H06Rik",0,0.479025820448933
"1700063O14Rik",0,0.487186646329329
"1700064F23Rik",0,0
"1700064J06Rik",0.309329649175521,2.112100818467
"1700064M15Rik",1.05668694515034,1.26475949576974
"1700065D16Rik",1.9477578860895,2.96575171603645
"1700065I16Rik",0,0.672592662405037
"1700065J11Rik",0,0
"1700065J18Rik",0.537272600493481,3.02170579072568
"1700065L07Rik",0,0
"1700065O20Rik",0,0.159675273482978
"1700066B17Rik",0,0.469543801378368
"1700066B19Rik",2.02789988928327,1.84022282195846
"1700066C05Rik",9.64534772956464,33.1703253529846
"1700066J03Rik",1.29761330995029,9.2687574480855
"1700066N21Rik",0,0
"1700066O22Rik",0,0.480865300282286
"1700067G17Rik",0,0
"1700067P10Rik",0,0.313029200918912
"1700069L16Rik",0,0.159675273482978
"1700069P05Rik",0,0
"1700071G01Rik",0.537272600493481,6.01327294876834
"1700071K01Rik",2.38569957015704,4.03636492614313
"1700071M16Rik",4.37598385369096,11.3865116037056
"1700072B07Rik",0,0.495347472209725
"1700072I22Rik",0,0.587617138584247
"1700072O05Rik",0,0
"1700073E17Rik",2.31186379768905,2.92679883764268
"1700074H08Rik",0.154664824587761,3.23350669251455
"1700074P13Rik",0,0
"1700080E11Rik",0,0
"1700080G11Rik",14.5656278531773,15.9454672577843
"1700080G18Rik",47.7706453602957,57.7647573958904
"1700080N15Rik",2.52194849317039,19.5874689103106
"1700080O16Rik",0,0
"1700081B01Rik",0,0.164417401007177
"1700081H04Rik",0,0
"1700083H02Rik",0,0
"1700084D21Rik",0.537272600493481,1.76826779385986
"1700084E18Rik",2.68959673124014,5.26583873201094
"1700084F23Rik",0.463994473763282,0.640540573765264
"1700084J12Rik",0,0.165654163788066
"1700084M14Rik",0.90202212056258,0
"1700085C21Rik",1.97656732154954,4.02872238690592
"1700086D15Rik",38.244317956362,201.172028479267
"1700086L19Rik",90.6807911172761,164.681624319919
"1700086O06Rik",19.2475036397315,61.6971961200495
"1700086P04Rik",2.24945431745276,7.94419066502994
"1700087I21Rik",42.084739598117,36.0405139473125
"1700087M22Rik",0,1.04101882268407
"1700091H14Rik",0,0
"1700092C02Rik",0,0
"1700092C10Rik",0,0
"1700092E19Rik",0,0
"1700092K14Rik",0,0.648701399645659
"1700092M07Rik",6.38882159605728,7.26538975244399
"1700094J05Rik",0,2.4892655252468
"1700094M23Rik",5.78275086030339,20.3774449305479
"1700094M24Rik",0,0
"1700095A13Rik",0,0.159675273482978
"1700095A21Rik",1.7664826260682,17.3395101049966
"1700095B10Rik",0,1.01871229560262
"1700095J03Rik",8.58497080960455,18.6225247998554
"1700095J12Rik",9.74438892541468,16.34117262134
"1700096J18Rik",0.154664824587761,0.327511372846351
"1700096K18Rik",29.4258527824277,55.2814990163218
"1700096P03Rik",0,0
"1700097N02Rik",2.92859668029388,1.39162461550775
"1700099I09Rik",0,2.9102935785485
"1700100I10Rik",7.41612949947052,17.0426038123282
"1700100L14Rik",0.90202212056258,2.64336618669813
"1700101G07Rik",4.41875947801939,7.99944547943795
"1700101I11Rik",3.91880675681486,3.83192194368766
"1700101O22Rik",0,0.335672198726747
"1700102H20Rik",1.02902420104193,3.57682105860729
"1700102J08Rik",4.09561699654146,19.1308374567926
"1700104L18Rik",0,0
"1700105P06Rik",7.34626358751344,12.3257489287131
"1700108F19Rik",0.154664824587761,1.46839957167821
"1700108J01Rik",0,0.626058401837824
"1700108N06Rik",0,0.853576778668047
"1700109G14Rik",0.154664824587761,0.808376673128637
"1700109G15Rik",0,0
"1700109H08Rik",0.846602249669003,12.8544502460101
"1700109I08Rik",0,0
"1700109K24Rik",24.9036878249829,179.075981810933
"1700110C19Rik",5.22940348024715,25.9820622468823
"1700110I01Rik",1.68857907533555,0
"1700110I07Rik",0.618659298351043,7.07939252148647
"1700110K17Rik",10.053565001142,24.7682074493968
"1700111N16Rik",1.43929472105606,3.715693185987
"1700112D23Rik",0,0.831019670936472
"1700112H15Rik",0,0
"1700112J05Rik",0.988283660774772,0.806537193295285
"1700112J16Rik",10.8917026162369,45.3183185364383
"1700112N08Rik",0,0.156514600459456
"1700113A16Rik",10.1908586647977,15.7727024016544
"1700113B09Rik",0,1.27792047450701
"1700116B05Rik",0,0.158788271727026
"1700116H05Rik",0.417717475946775,1.37428955439894
"1700119H24Rik",0,0
"1700120C14Rik",1.31059672343228,4.97361304906651
"1700120E14Rik",0,1.29056316660109
"1700120G07Rik",1.36601659432586,2.83960530410889
"1700120K04Rik",11.0925472639039,10.6504108925611
"1700121L16Rik",4.72645876603789,16.8484975946386
"1700121N20Rik",0.537272600493481,0.979373445515533
"1700122C19Rik",0,0.382204058617029
"1700122E12Rik",20.4659305045195,45.6332054218265
"1700122H20Rik",0.619572936220122,1.50704826854307
"1700122O11Rik",0,0
"1700123J17Rik",2.64919417845811,8.59499753603053
"1700123L14Rik",13.9725253314051,46.1117517144143
"1700123M08Rik",10.3206117663541,33.7305883037077
"1700123O12Rik",0,0.0986818318074857
"1700123O21Rik",2.91266484020347,28.6878719723896
"1700124L16Rik",2.97783439580631,6.4470127736016
"1700124M09Rik",0,0
"1700125G02Rik",3.05967530748219,3.9254391028315
"1700125G22Rik",0,3.38002098726026
"1700125H03Rik",1.67472365298714,1.63044503267147
"1700126G02Rik",10.3482197069,26.6617143745782
"1700126H18Rik",0,0
"1700128A07Rik",0,0
"1700128E19Rik",0,0
"1700128F08Rik",131.850447023334,231.439233191163
"1700129C05Rik",0,0
"1810006J02Rik",0,0.167836099363374
"1810007C17Rik",0.45101106028129,0.487186646329329
"1810007D17Rik",4.88112359062565,7.9040908463759
"1810008I18Rik",0,0
"1810009J06Rik/Gm2663",0,0
"1810009N02Rik",344.219798100457,172.991412149371
"1810010D01Rik",0.309329649175521,0.648701399645659
"1810012K16Rik",1.37900000780785,5.97614777903306
"1810013A23Rik",0.463994473763282,1.28108114753053
"1810013D15Rik",7.19683537726995,19.3747566089976
"1810014B01Rik",19.13514471769,62.6241232499541
"1810018F18Rik",1.07454520098696,10.6448924530611
"1810019D21Rik",2.27912589784186,4.38883076223656
"1810019N24Rik",5.56818617335226,19.2434889813415
"1810020O05Rik",4.67848036534714,4.17782036017406
"1810021B22Rik",12.5559637085403,16.4870217250805
"1810021M19Rik",13.584152746161,32.025728502165
"1810024B03Rik",2.29400554185243,7.77216640822648
"1810026B05Rik",322.639642789579,1105.25618909348
"1810032O08Rik",109.507347419855,197.783471982245
"1810034E14Rik",4.80135173013586,7.76375198485406
"1810035K13Rik",0,0
"1810037I17Rik/Gm2036",193.205493740506,245.672505283158
"1810041H14Rik",6.70246667851272,12.2186025193607
"1810044D09Rik",4.17132790970779,11.750494961991
"1810049I09Rik",0,0
"1810053B23Rik",0,1.09224768952815
"1810058I24Rik",232.79909907963,259.071711983019
"1810062G17Rik",0.45101106028129,1.45523859294094
"1810062O18Rik",7.55826021406874,10.6093778134691
"1810063I02Rik",0.45101106028129,0.156514600459456
"1810064F22Rik",15.1811962926769,24.0648506111382
"1810065E05Rik",0,0
"1810073O08Rik",0.359798734400616,5.60173808234662
"2010001A14Rik",14.0755989713496,49.5130991842912
"2010009K17Rik",0.988283660774772,3.71753266582036
"2010010A06Rik",1.63300423245263,3.04836193104533
"2010016I18Rik",0,0.335672198726747
"2010106C02Rik",4.79486205041346,13.4233375161247
"2010106E10Rik",0,0
"2010109A12Rik",1.43929472105606,0.987534271395928
"2010109I03Rik",15.4697540638404,38.7073896791688
"2010110K18Rik",2.04497060592511,1.61359267323375
"2010203P06Rik",0,0.157402241604203
"2010204K13Rik",34.9692755771024,27.4280627207211
"2010308F09Rik",0,0.176834131363444
"2010310C07Rik",0,0.503508298090121
"2010315B03Rik",62.2977927174628,137.844657207099
"2010320M18Rik",78.5303727898764,89.8109424537837
"2010320O07Rik",7.64887329095062,12.262259377278
"2200002D01Rik",8.26265774694703,9.95326282427627
"2200002J24Rik",0,0.330513592529841
"2210008F06Rik",85.2239016809475,88.4325873978733
"2210010C04Rik",4.49851581471993,24.5795542271353
"2210011C24Rik",1.29761330995029,0.487186646329329
"2210011K15Rik",0,2.27677624480685
"2210013O21Rik",126.545046498617,283.870113823855
"2210019I11Rik",0.154664824587761,0
"2210039B01Rik",21.2504554720007,115.602804182061
"2210404E10Rik",0,0.156514600459456
"2210406O10Rik",5.50802824326673,10.5496272429247
"2210407C18Rik",0,0
"2210408F21Rik",2.72798406525716,2.98722319817039
"2210409D07Rik",0,0
"2210409E12Rik",0.154664824587761,0
"2210414B05Rik",0,0
"2210416O15Rik",46.642327958932,59.0741353384031
"2210417A02Rik",0,0.167836099363374
"2210418O10Rik",212.659307622727,309.311158803948
"2210420H20Rik",3.33066489787652,15.6453971796514
"2300003K06Rik",0,0
"2310001H17Rik",0,2.00101808811028
"2310001K24Rik",0,0
"2310002D06Rik",0.463994473763282,1.42943492210959
"2310002F09Rik",12.6619286079728,18.7778507001622
"2310002L09Rik",0,0
"2310003N18Rik",0,0.49624416851303
"2310005A03Rik",8.65503200384759,26.3800806435501
"2310005E17Rik",0,0.156514600459456
"2310008N11Rik",0,0.484025973305807
"2310009A05Rik",26.5560969804912,41.3653301316864
"2310010J17Rik",11.7486611836106,15.5017827194071
"2310014F06Rik",3.96620618551244,11.915101387369
"2310015A10Rik",80.7854280912829,127.314116057902
"2310015A16Rik",0,0
"2310015D24Rik",0.927988947526564,15.0998590299251
"2310015K22Rik",7.73025998880818,27.3683444619336
"2310016D03Rik",0,0
"2310016D23Rik",0,0
"2310016G11Rik",2.21354527473416,2.96869596266277
"2310020H05Rik",0,0
"2310026I22Rik",0.159948982164763,0.162402668357691
"2310030A07Rik",0,0
"2310034G01Rik",11.4032655384685,20.7093838821811
"2310034O05Rik",0,1.5019098074944
"2310034P14Rik",23.5071048611195,27.551607820849
"2310039H08Rik",54.3074840798765,93.4606838417223
"2310039L15Rik",19.3070919827155,83.5702529324187
"2310040G24Rik",9.8615350014059,13.8524609075788
"2310043L19Rik",0,0.159675273482978
"2310043O21Rik",0,0
"2310045n01rik-mef2b",7.05530804155015,2.6698908516364
"2310047D07Rik",5.25952250272123,11.3317297639997
"2310057J18Rik",0.45101106028129,0
"2310061N02Rik",0,0
"2310065F04Rik",0.691937425081242,0.156514600459456
"2310067E19Rik",123.815396690895,844.817213708839
"2310068J16Rik",9.11169466502684,16.4805071960137
"2310069B03Rik",0,0
"2310069G16Rik",40.2206779631091,32.2962454733062
"2310075C17Rik",8.46299275771911,56.5740599999787
"2310075K07Rik",9.48961545159407,9.5489468674967
"2310079G19Rik",0,0
"2310081J21Rik",0,0
"2400006E01Rik",0.45101106028129,7.16048249364724
"2410002F23Rik",1226.47161025791,1747.65342666806
"2410003L11Rik",0,0
"2410004I01Rik",5.58604442918888,11.5034083703002
"2410006H16Rik",110.383091899403,463.731286690693
"2410012E07Rik",1.06690328465207,9.34225449330398
"2410017I17Rik",0.463994473763282,0.503508298090121
"2410018L13Rik",14.7886811136999,16.6642953408085
"2410021H03Rik",4.66616405278968,33.6691426531062
"2410022M11Rik",149.076401129847,137.471899438191
"2410080I02Rik",5.42650476224649,5.63599371409263
"2410124H12Rik",5.42650476224649,5.19541425656914
"2410137M14Rik",1.31059672343228,3.66908599718116
"2410141K09Rik",0,0
"2500002B13Rik",12.383955901482,68.4950018218931
"2500004C02Rik",52.3541233807808,153.148047551416
"2510002D24Rik",99.4956054509469,167.767524549968
"2510003B16Rik",1.51260111327866,6.67327730484677
"2610001J05Rik",93.5730734562996,263.30437737212
"2610002M06Rik",176.614896975987,373.766169971354
"2610005L07Rik",1593.20728746234,1874.60127345846
"2610008E11Rik",724.150530516711,1013.85907652672
"2610016A17Rik",0,0
"2610020C07Rik",30.4769367880129,66.1279860320171
"2610021A01Rik",187.384117205738,308.505068034035
"2610027F03Rik",0.177732602104073,1.04728166242235
"2610027K06Rik",5.84732128980934,6.5273930060094
"2610028E06Rik",6.84840623803419,21.2167464557279
"2610028H24Rik",0.183403650113255,0.178436050883139
"2610035D17Rik",141.647536901903,142.448682349101
"2610035F20Rik",42.3583808917925,30.3647648684711
"2610036A22Rik",10.3764456687795,41.0797470596184
"2610037D02Rik",26.7891497191297,41.5581637475829
"2610042L04Rik",77.9850026199914,283.752980913247
"2610044O15Rik8",108.5058970897,193.121442776402
"2610203C22Rik",9.99342386134199,12.0213988403178
"2610206C17Rik",5.38267967944589,4.01056125531177
"2610300M13Rik",0,2.79775526188484
"2610306M01Rik",67.5373229678596,96.2983787856858
"2610307P16Rik",180.600915965814,631.64956380988
"2610316D01Rik",37.8422108110378,103.158103388227
"2610318N02Rik",83.9941741832537,54.9262451558456
"2610507I01Rik",86.1261715786689,180.713091340814
"2610524H06Rik",131.699066174982,483.607739973596
"2610528A11Rik",0.537272600493481,0.484025973305808
"2700012I20Rik",25.512673866095,92.7451593507816
"2700038G22Rik",53.52805555067,135.120988935997
"2700046A07Rik",5.72285099794002,10.2551174306533
"2700046G09Rik",27.6129879154434,54.0537292187858
"2700054A10Rik",122.288154866249,152.728112373467
"2700069I18Rik",16.1660593961511,50.4938841627692
"2700070H01Rik",18.6946017410631,39.570259939714
"2700089I24Rik",2.13882771987739,5.95849657114675
"2700097O09Rik",57.9548198940536,85.8462285939669
"2700099C18Rik",6.65571478782122,31.4163318983495
"2810001G20Rik",77.3442596895098,105.269254395785
"2810002D19Rik",24.2963708265319,81.5728811729726
"2810013P06Rik",249.081698921067,287.515016016251
"2810021J22Rik",318.317646683606,326.870956393374
"2810025M15Rik",214.328184588634,151.180586558978
"2810029C07Rik",39.5386975375396,89.4687060534502
"2810030D12Rik",0,0.319350546965956
"2810032G03Rik",43.5653142971707,74.6176353795075
"2810039B14Rik",61.6890077010685,55.2592480224758
"2810047C21Rik1",0,0
"2810049E08Rik",17.9242713491151,48.7919456088655
"2810403D21Rik",0.846602249669003,6.16110843670422
"2810404M03Rik",0,0
"2810405F15Rik",20.4462198422855,115.628517943032
"2810407A14Rik",24.7241208975248,95.3134001455605
"2810408A11Rik",167.262280268928,209.796069977258
"2810408B13Rik",11.7258138296845,29.2074317681662
"2810408I11Rik",1.66236283001939,4.64161981000647
"2810410L24Rik",141.975385274711,201.366341683219
"2810429I04Rik",5.67230596940107,14.0460188510921
"2810433D01Rik",6.08497383161691,28.9835743044878
"2810442N19Rik",7.57072032186579,20.1494149939334
"2810454H06Rik",9.90241602155999,54.5322401121063
"2810468N07Rik",66.3407997149872,61.1041573964174
"2810471M01Rik",0.167866252604476,2.56257050369313
"2900005J15Rik",8.2278384347467,23.9224075909998
"2900009J06Rik",5.78916573014061,24.0567082454821
"2900026A02Rik",3403.92755246059,1025.57496063329
"2900040C04Rik",15.0463887514417,38.2128853072512
"2900041M22Rik",8.34922275606788,21.1745236060369
"2900052N01Rik",6.62868674608985,43.9584630261164
"2900055J20Rik",12.0435362912432,23.3990412407023
"2900057B20Rik",0,0.959891120731219
"2900060B14Rik",4.04262991208401,17.1911563304176
"2900060L22Rik",17.3188720440837,110.460238066276
"2900076A07Rik",31.1035167101682,114.674897215184
"2900079G21Rik",296.739011229548,496.064958879093
"2900089D17Rik",20.3770755489116,35.8855451675396
"2900092D14Rik",739.557719402037,933.593544224804
"2900097C17Rik",22043.9145083421,13788.044957403
"3000002C10Rik",60.7122482535316,98.4345763540458
"3010001F23Rik",42.7195250296456,77.1019232175899
